"Title","User","Domain","Bot","Comment","Server URL","Full URL"
"Category:PD US","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD US"
"File:शेती आणि स्थलांतर.jpg","Yann","commons.wikimedia.org","false","Media missing permission as of 14 June 2025","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:शेती आणि स्थलांतर.jpg"
"Category:PD-US missing SDC copyright status","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-US missing SDC copyright status"
"Q23117106","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117106"
"Category:Public domain files using NoC-US rights statement","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Public domain files using NoC-US rights statement"
"Category:Artworks without Wikidata item","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 58).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Artworks without Wikidata item"
"File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg","Damian B Oh","commons.wikimedia.org","false","/* wbeditentity-update-languages-and-other-short:0||en */","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (1).jpg"
"Category:Media lacking author information","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Media lacking author information"
"Category:Media lacking a description","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Media lacking a description"
"Category:Images without source","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images without source"
"File:Kathivanoor Veeran Theyyam Mambalam, Kannur 12.jpg","Atheenasiji","commons.wikimedia.org","false","/* wbsetclaim-update:2||1 */ [[d:Special:EntityPage/P180]]: [[d:Special:EntityPage/Q16137384]], ([[:toolforge:editgroups-commons/b/CB/34c0bf52513|details]])","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Kathivanoor Veeran Theyyam Mambalam, Kannur 12.jpg"
"Category:Creative Commons Attribution-Share Alike missing SDC copyright status","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Creative Commons Attribution-Share Alike missing SDC copyright status"
"Q69771281","KrBot","www.wikidata.org","true","/* wbsetlabel-set:1|en */ Comparative cytologic and histologic studies of portio cervicitis in pemphigus","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771281"
"File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg","Damian B Oh","commons.wikimedia.org","false","/* wbeditentity-update-languages-and-other-short:0||en */","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Land Rover Range Rover Sport SDV6 HSE L320 FL Fuji White (2).jpg"
"Category:CC-BY-SA-2.0","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:CC-BY-SA-2.0"
"Q135008900","OliverSarkozi90s","www.wikidata.org","false","/* wbeditentity-create:2|en */ Jack Brolin, fictional character","https://www.wikidata.org","https://www.wikidata.org/wiki/Q135008900"
"Pembicaraan Pengguna:Railfans JPL Sidoarjo","Kocengbarbar934","id.wikipedia.org","false","/* Mengajak Gabung Ke ProyekWiki Transportasi Umum */ bagian baru","https://id.wikipedia.org","https://id.wikipedia.org/wiki/Pembicaraan Pengguna:Railfans JPL Sidoarjo"
"Category:Creative Commons Attribution-Share Alike 2.0 missing SDC copyright license","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Creative Commons Attribution-Share Alike 2.0 missing SDC copyright license"
"MY INVITATION","BlueStreem","ja.wikipedia.org","false","新規作成。八神純子のアルバム。","https://ja.wikipedia.org","https://ja.wikipedia.org/wiki/MY INVITATION"
"Category:Images from Geograph Britain and Ireland","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland"
"User:Gasforth-2021/OPUS","B.V.B.2025","en.wikipedia.org","false","/* FIFA World Cup */","https://en.wikipedia.org","https://en.wikipedia.org/wiki/User:Gasforth-2021/OPUS"
"Wikipedia:Database reports/Possibly out-of-process deletions","SDZeroBot","en.wikipedia.org","true","Updating database report: periodic update","https://en.wikipedia.org","https://en.wikipedia.org/wiki/Wikipedia:Database reports/Possibly out-of-process deletions"
"Category:Images from Geograph Britain and Ireland with broken templates","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland with broken templates"
"Category:Images from Geograph Britain and Ireland missing SDC depicts","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC depicts"
"Q23117112","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117112"
"Category:Images from Geograph Britain and Ireland missing SDC creator","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC creator"
"File:NDL1031342 大里郡神社誌 part2.pdf","MidleadingBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:NDL1031342 大里郡神社誌 part2.pdf"
"Category:Images from Geograph Britain and Ireland missing SDC copyright status","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC copyright status"
"Q124532282","Escarbot","www.wikidata.org","true","/* wbeditentity-update-languages-short:0||ro */ Modification de la description [ro] : categorie în cadrul unui proiect Wikimedia","https://www.wikidata.org","https://www.wikidata.org/wiki/Q124532282"
"Category:Images from Geograph Britain and Ireland missing SDC copyright license","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC copyright license"
"Category:Images from Geograph Britain and Ireland missing SDC inception","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC inception"
"Category:Images from Geograph Britain and Ireland missing SDC source of file","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC source of file"
"Liste des comtes de Forcalquier","B-noa","fr.wikipedia.org","false","ajout / corr. référence","https://fr.wikipedia.org","https://fr.wikipedia.org/wiki/Liste des comtes de Forcalquier"
"Category:Images from Geograph Britain and Ireland missing SDC coordinates of the point of view","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC coordinates of the point of view"
"Q69771281","KrBot","www.wikidata.org","true","/* wbsetlabel-set:1|nl */ Comparative cytologic and histologic studies of portio cervicitis in pemphigus","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771281"
"File:Am Rüsing, 1, Lippstadt, Kreis Soest.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Am Rüsing, 1, Lippstadt, Kreis Soest.jpg"
"Category:Images from Geograph Britain and Ireland missing SDC coordinates of depicted place","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC coordinates of depicted place"
"Category:Images from Geograph Britain and Ireland missing SDC location of creation","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC location of creation"
"Category:Images from Geograph Britain and Ireland missing SDC MIME type","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC MIME type"
"File:Junio 2025, Villahermosa del Río 17.jpg","BotMultichillT","commons.wikimedia.org","true","/* wbeditentity-update:0| */ Adding structured data: source, author & copyright","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Junio 2025, Villahermosa del Río 17.jpg"
"Category:Images from Geograph Britain and Ireland missing SDC geograph.org.uk image ID","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Images from Geograph Britain and Ireland missing SDC geograph.org.uk image ID"
"Category:Borough of Amber Valley","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Borough of Amber Valley"
"File:Sankt Valentin Kirche Apostelkreuz Verdings Klausen.jpg","MrKeefeJohn","commons.wikimedia.org","false","Moving from [[Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings]] to [[Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings - Interior]]","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Sankt Valentin Kirche Apostelkreuz Verdings Klausen.jpg"
"Q5823830","Ideophagous","www.wikidata.org","false","/* wbsetdescription-add:1|ary */ دوّار ف إيران, #quickstatements; #temporary_batch_1750571443924","https://www.wikidata.org","https://www.wikidata.org/wiki/Q5823830"
"чӧйӱн","Rabelalao","mg.wiktionary.org","false","","https://mg.wiktionary.org","https://mg.wiktionary.org/wiki/чӧйӱн"
"Category:Files with no machine-readable author","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Files with no machine-readable author"
"Category:Files with no machine-readable source","GeographBot","commons.wikimedia.org","true","[[:File:Midland Railway Centre - Caprotti crescendo^ - geograph.org.uk - 7810405.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Files with no machine-readable source"
"Q69771281","KrBot","www.wikidata.org","true","/* wbsetlabel-set:1|sq */ Comparative cytologic and histologic studies of portio cervicitis in pemphigus","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771281"
"Википедия:Форум/Правила","Deltahead","ru.wikipedia.org","false","/* И опять о  псевдонимах */ ответ участнику Vcohen","https://ru.wikipedia.org","https://ru.wikipedia.org/wiki/Википедия:Форум/Правила"
"File:NDL960618 改正耕地整理法解説 part4.pdf","MidleadingBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:NDL960618 改正耕地整理法解説 part4.pdf"
"Catégorie:Article avec une section vide ou incomplète","AntonyB","fr.wikipedia.org","false","[[:Rue de Beaujolais]] supprimée de la catégorie","https://fr.wikipedia.org","https://fr.wikipedia.org/wiki/Catégorie:Article avec une section vide ou incomplète"
"File:Le Vigan 30120.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Le Vigan 30120.jpg"
"Alma Ostra-Oinas","Almeja Mística","es.wikipedia.org","false","","https://es.wikipedia.org","https://es.wikipedia.org/wiki/Alma Ostra-Oinas"
"عوام 1980","Ideophagous","ary.wikipedia.org","false","","https://ary.wikipedia.org","https://ary.wikipedia.org/wiki/عوام 1980"
"File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8177.jpg","Dosseman","commons.wikimedia.org","false","Moving from [[Category:Ethnographic Museum in Sivas]] to [[Category:Divriği Woodwork in Ethnographic Museum in Sivas]]","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8177.jpg"
"File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8175.jpg","Dosseman","commons.wikimedia.org","false","Removing from [[Category:Ethnographic Museum in Sivas]]","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8175.jpg"
"Q69771281","KrBot","www.wikidata.org","true","/* wbsetclaimvalue:1| */ [[Property:P1476]]: Comparative cytologic and histologic studies of portio cervicitis in pemphigus","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771281"
"Famous Birthdays","187.249.45.27","es.wikipedia.org","false","5 de junio","https://es.wikipedia.org","https://es.wikipedia.org/wiki/Famous Birthdays"
"Discussion utilisateur:Wikigeek92","Tisourcier","fr.wikipedia.org","false","/* Admissibilité d'un article */ Réponse","https://fr.wikipedia.org","https://fr.wikipedia.org/wiki/Discussion utilisateur:Wikigeek92"
"File:Sankt Valentin Kirche Altar Verdings Klausen.jpg","MrKeefeJohn","commons.wikimedia.org","false","Moving from [[Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings]] to [[Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings - Interior]]","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Sankt Valentin Kirche Altar Verdings Klausen.jpg"
"Category:Use dmy dates from June 2025","Thepharoah17","en.wikipedia.org","false","[[:Arab citizens of Israel]] added to category, [[Special:WhatLinksHere/Arab citizens of Israel|this page is included within other pages]]","https://en.wikipedia.org","https://en.wikipedia.org/wiki/Category:Use dmy dates from June 2025"
"File:ISS-52 Eclipse 2017 Umbra Viewed from Space (1).jpg","Emijrpbot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ BOT - Adding [[Commons:Structured data|structured data]] based on file information: exposure time, f-number, focal length, iso speed, media type","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:ISS-52 Eclipse 2017 Umbra Viewed from Space (1).jpg"
"File:Am Rüsing 32 + 34, 1, Lippstadt, Kreis Soest.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Am Rüsing 32 + 34, 1, Lippstadt, Kreis Soest.jpg"
"Category:Use dmy dates from November 2024","Thepharoah17","en.wikipedia.org","false","[[:Arab citizens of Israel]] removed from category, [[Special:WhatLinksHere/Arab citizens of Israel|this page is included within other pages]]","https://en.wikipedia.org","https://en.wikipedia.org/wiki/Category:Use dmy dates from November 2024"
"File:Sankt Valentin Kirche Fresco Verdings Klausen.jpg","MrKeefeJohn","commons.wikimedia.org","false","Moving from [[Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings]] to [[Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings - Interior]]","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Sankt Valentin Kirche Fresco Verdings Klausen.jpg"
"Élections municipales de 2026 dans la Haute-Vienne","Rainbow3o2","fr.wikipedia.org","false","/* Notes et références */","https://fr.wikipedia.org","https://fr.wikipedia.org/wiki/Élections municipales de 2026 dans la Haute-Vienne"
"File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8179.jpg","Dosseman","commons.wikimedia.org","false","Moving from [[Category:Ethnographic Museum in Sivas]] to [[Category:Divriği Woodwork in Ethnographic Museum in Sivas]]","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8179.jpg"
"File:Kathivanoor Veeran Theyyam Mambalam, Kannur 13.jpg","Atheenasiji","commons.wikimedia.org","false","/* wbsetclaim-update:2||1 */ [[d:Special:EntityPage/P180]]: [[d:Special:EntityPage/Q16137384]], ([[:toolforge:editgroups-commons/b/CB/34c0bf52513|details]])","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Kathivanoor Veeran Theyyam Mambalam, Kannur 13.jpg"
"פוליביוס","Ovedc","he.wikipedia.org","false","הוספת קישור ל[[היסטוריה פוליטית]]","https://he.wikipedia.org","https://he.wikipedia.org/wiki/פוליביוס"
"File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8178.jpg","Dosseman","commons.wikimedia.org","false","Moving from [[Category:Ethnographic Museum in Sivas]] to [[Category:Divriği Woodwork in Ethnographic Museum in Sivas]]","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8178.jpg"
"Category:Cedramán","B25es","commons.wikimedia.org","false","","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Cedramán"
"Category:Ethnographic Museum in Sivas","Dosseman","commons.wikimedia.org","false","[[:File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8175.jpg]] removed from category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Ethnographic Museum in Sivas"
"Category:Divriği Woodwork in Ethnographic Museum in Sivas","Dosseman","commons.wikimedia.org","false","[[:File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8177.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Divriği Woodwork in Ethnographic Museum in Sivas"
"Patriarchate of Lisbon","2001:8A0:F0B4:7901:E005:5C75:C365:5186","en.wikipedia.org","false","","https://en.wikipedia.org","https://en.wikipedia.org/wiki/Patriarchate of Lisbon"
"File:WLM14ES - 16102009 210637 CRDB 1112 - .jpg","MGA73bot2","commons.wikimedia.org","true","Found on web.archive.org with license cc-by-2.0","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:WLM14ES - 16102009 210637 CRDB 1112 - .jpg"
"Category:Ethnographic Museum in Sivas","Dosseman","commons.wikimedia.org","false","[[:File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8177.jpg]] removed from category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Ethnographic Museum in Sivas"
"File:Junio 2025, Villahermosa del Río 18.jpg","BotMultichillT","commons.wikimedia.org","true","/* wbeditentity-update:0| */ Adding structured data: source, author & copyright","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Junio 2025, Villahermosa del Río 18.jpg"
"Q110983769","Looniverse","www.wikidata.org","false","/* wbcreateclaim-create:1| */ [[Property:P413]]: [[Q462471]], #quickstatements; #temporary_batch_1750579824290","https://www.wikidata.org","https://www.wikidata.org/wiki/Q110983769"
"Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings - Interior","MrKeefeJohn","commons.wikimedia.org","false","[[:File:Sankt Valentin Kirche Apostelkreuz Verdings Klausen.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings - Interior"
"Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings","MrKeefeJohn","commons.wikimedia.org","false","[[:File:Sankt Valentin Kirche Apostelkreuz Verdings Klausen.jpg]] removed from category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings"
"Q19662","Janabaevazizbek","www.wikidata.org","false","/* wbsetdescription-add:1|kaa */ XII ásirdiń jılı","https://www.wikidata.org","https://www.wikidata.org/wiki/Q19662"
"File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 59).jpg","DPLA bot","commons.wikimedia.org","true","Uploading DPLA ID ""[[dpla:25e3d6b883f748bbc246085089e3a2ea|25e3d6b883f748bbc246085089e3a2ea]]"".","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 59).jpg"
"File:NDL960059 米麦蔬菜新式増収法 part5.pdf","MidleadingBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:NDL960059 米麦蔬菜新式増収法 part5.pdf"
"Q110625739","Kristbaumbot","www.wikidata.org","true","/* wbsetlabel-add:1|mul */ Luca Oliver","https://www.wikidata.org","https://www.wikidata.org/wiki/Q110625739"
"File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8180.jpg","Dosseman","commons.wikimedia.org","false","Moving from [[Category:Ethnographic Museum in Sivas]] to [[Category:Divriği Woodwork in Ethnographic Museum in Sivas]]","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8180.jpg"
"File:PATROCINIVM MVSICES - - ORLANDI DE LASSO, - Illustriss (imi) Ducis Bauariae, Chori Magistri, - MISSAE ALIQVOT - Quinque vocum. - SECVNDA PARS. - Illustriss (imi) Principis D. GVILHELMI Comitis... - btv1b525027338 (025 of 488).jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically modify [[Commons:Structured data|structured data]] based on file information: meta copyright","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:PATROCINIVM MVSICES - - ORLANDI DE LASSO, - Illustriss (imi) Ducis Bauariae, Chori Magistri, - MISSAE ALIQVOT - Quinque vocum. - SECVNDA PARS. - Illustriss (imi) Principis D. GVILHELMI Comitis... - btv1b525027338 (025 of 488).jpg"
"Category:Divriği Woodwork in Ethnographic Museum in Sivas","Dosseman","commons.wikimedia.org","false","[[:File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8179.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Divriği Woodwork in Ethnographic Museum in Sivas"
"Category:Ethnographic Museum in Sivas","Dosseman","commons.wikimedia.org","false","[[:File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8179.jpg]] removed from category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Ethnographic Museum in Sivas"
"File:Am Rüsing 38 + 36, 1, Lippstadt, Kreis Soest.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Am Rüsing 38 + 36, 1, Lippstadt, Kreis Soest.jpg"
"File:श्री देव गांगेश्व.jpg","Yann","commons.wikimedia.org","false","Media missing permission as of 14 June 2025","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:श्री देव गांगेश्व.jpg"
"Category:Khuman kingdom","Victor Ningthemcha","simple.wikipedia.org","false","Created page with ""{{Catmain}}  [[Category:Former monarchies of India]]""","https://simple.wikipedia.org","https://simple.wikipedia.org/wiki/Category:Khuman kingdom"
"Q34139116","Cewbot","www.wikidata.org","true","/* wbeditentity-update-languages-and-other-short:0||en */ [[User:Cewbot/log/20210701/configuration|Modify PubMed ID]]: 25056951 citation data from NCBI, Europe PMC and CrossRef","https://www.wikidata.org","https://www.wikidata.org/wiki/Q34139116"
"Q69771285","KrBot","www.wikidata.org","true","/* wbsetlabel-set:1|en */ Vaginal bacterial colonization in correlation to hormone status and cervix cytology","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771285"
"Luokka:Artikkelit, joiden koordinaatit puuttuvat Wikidatasta","Joona1999","fi.wikipedia.org","false","[[:Hunderup]] lisätty luokkaan","https://fi.wikipedia.org","https://fi.wikipedia.org/wiki/Luokka:Artikkelit, joiden koordinaatit puuttuvat Wikidatasta"
"Category:Divriği Woodwork in Ethnographic Museum in Sivas","Dosseman","commons.wikimedia.org","false","[[:File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8178.jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Divriği Woodwork in Ethnographic Museum in Sivas"
"Category:Ethnographic Museum in Sivas","Dosseman","commons.wikimedia.org","false","[[:File:Atatürk Congress and Ethnographic Museum in Sivas - Divrigi woodwork 8178.jpg]] removed from category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Ethnographic Museum in Sivas"
"Luokka:Maantieteeseen liittyvät artikkelit","Joona1999","fi.wikipedia.org","false","[[:Hunderup]] lisätty luokkaan","https://fi.wikipedia.org","https://fi.wikipedia.org/wiki/Luokka:Maantieteeseen liittyvät artikkelit"
"Luokka:Tanskan taajamat","Joona1999","fi.wikipedia.org","false","[[:Hunderup]] lisätty luokkaan","https://fi.wikipedia.org","https://fi.wikipedia.org/wiki/Luokka:Tanskan taajamat"
"Category:典拠管理識別子が1つもない記事","BlueStreem","ja.wikipedia.org","false","[[:MY INVITATION]]をカテゴリに追加","https://ja.wikipedia.org","https://ja.wikipedia.org/wiki/Category:典拠管理識別子が1つもない記事"
"File:Sankt Valentin Kirche Apsis Verdings Klausen.jpg","MrKeefeJohn","commons.wikimedia.org","false","Moving from [[Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings]] to [[Category:St. Valentin mit Friedhofskapelle und Friedhof in Verdings - Interior]]","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Sankt Valentin Kirche Apsis Verdings Klausen.jpg"
